model_id,model_label,threshold_type,threshold_label,threshold,customer_count,actual_default_count,predicted_default_count,predicted_positive_rate,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,npv,f1_score,mcc,false_positive_rate,false_negative_rate,tn,fp,fn,tp,confusion_matrix
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.05,0.05,76878,6206,51059,0.6641561955305809,0.39268711464918443,0.6022123414675858,0.10356646232789518,0.852078633580406,0.35234604935476566,0.9644447887214842,0.18468523530952588,0.11791174000833735,0.6476539506452343,0.14792136641959394,24901,45771,918,5288,"TN=24901, FP=45771, FN=918, TP=5288"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.10,0.1,76878,6206,19787,0.25738182574988944,0.7432945706183823,0.6342404341369672,0.15813412846818617,0.5041894940380277,0.7642913742359068,0.9461035890070238,0.2407571269187858,0.16728966762665728,0.23570862576409327,0.4958105059619723,54014,16658,3077,3129,"TN=54014, FP=16658, FN=3077, TP=3129"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.15,0.15,76878,6206,7556,0.0982855953588803,0.8618070189130831,0.5840522736255223,0.20764955002646904,0.2528198517563648,0.9152846954946796,0.933109258244136,0.22801918325824735,0.15382521163946644,0.08471530450532035,0.7471801482436352,64685,5987,4637,1569,"TN=64685, FP=5987, FN=4637, TP=1569"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.20,0.2,76878,6206,3039,0.03953016467650043,0.8995681469341034,0.5452825678604863,0.25074037512339586,0.12278440219142765,0.967780733529545,0.9262720242690178,0.1648458626284478,0.12661418552148468,0.03221926647045506,0.8772155978085724,68395,2277,5444,762,"TN=68395, FP=2277, FN=5444, TP=762"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.25,0.25,76878,6206,1256,0.016337573818257498,0.9122505788391998,0.5224897610169481,0.28503184713375795,0.05768611021592008,0.987293411817976,0.9226680066647271,0.09595282766014473,0.09665526447310543,0.012706588182023998,0.9423138897840799,69774,898,5848,358,"TN=69774, FP=898, FN=5848, TP=358"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.30,0.3,76878,6206,522,0.0067899789276516034,0.9168292619475013,0.5109431183396176,0.31992337164750956,0.02690944247502417,0.994976794204211,0.9209099481376709,0.049643281807372173,0.07260120547941605,0.005023205795788997,0.9730905575249759,70317,355,6039,167,"TN=70317, FP=355, FN=6039, TP=167"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.40,0.4,76878,6206,85,0.0011056479096750696,0.9191055958791852,0.502553747000117,0.4235294117647059,0.005800837898807605,0.9993066561014263,0.919654135142526,0.011444921316165951,0.041866548780711325,0.0006933438985736926,0.9941991621011924,70623,49,6170,36,"TN=70623, FP=49, FN=6170, TP=36"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.50,0.5,76878,6206,14,0.00018210671453471733,0.9192746949712531,0.5005144457870891,0.5,0.0011279407025459234,0.9999009508716323,0.9193510616153205,0.0022508038585209,0.020771778304196988,9.904912836767037e-05,0.998872059297454,70665,7,6199,7,"TN=70665, FP=7, FN=6199, TP=7"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 5%,0.18674737371139907,76878,6206,3844,0.050001300762246674,0.8937537396914592,0.5552751843888833,0.24479708636836628,0.1516274572993877,0.9589229114783789,0.9279102883588466,0.1872636815920398,0.13817692993670588,0.04107708852162101,0.8483725427006124,67769,2903,5265,941,"TN=67769, FP=2903, FN=5265, TP=941"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 10%,0.1490185380150812,76878,6206,7688,0.10000260152449335,0.8607664091157419,0.585397077244038,0.2074661810613944,0.2570093457943925,0.9137848086936835,0.9333574215927157,0.2295955088527422,0.15508658274419973,0.08621519130631651,0.7429906542056075,64579,6093,4611,1595,"TN=64579, FP=6093, FN=4611, TP=1595"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 20%,0.11310679808778751,76878,6206,15376,0.2000052030489867,0.7879497385467884,0.6225909825593277,0.1716961498439126,0.4253947792458911,0.8197871858727643,0.9420181457513577,0.24464831804281345,0.1669751312505309,0.1802128141272357,0.5746052207541089,57936,12736,3566,2640,"TN=57936, FP=12736, FN=3566, TP=2640"
