column,missing_count,missing_pct
CC_PAYMENT_CURRENT_MEAN,284135,79.75607359896703
CC_UTILIZATION_MAX,253810,71.24391236614223
CC_UTILIZATION_MEAN,253810,71.24391236614223
CC_DPD_MONTH_RATE,252697,70.931495698306
CC_SK_DPD_MEAN,252697,70.931495698306
CC_UTILIZATION_GT_1_MONTH_RATE,252697,70.931495698306
CC_ZERO_LIMIT_MONTH_RATE,252697,70.931495698306
CC_SK_DPD_DEF_MEAN,252697,70.931495698306
CC_TOTAL_RECEIVABLE_MEAN,252697,70.931495698306
CC_SK_DPD_MAX,252697,70.931495698306
CC_SK_DPD_DEF_MAX,252697,70.931495698306
CC_MONTHS_BALANCE_OLDEST,252697,70.931495698306
CC_TOTAL_RECEIVABLE_MAX,252697,70.931495698306
CC_MONTHS_BALANCE_RECENT,252697,70.931495698306
CC_DRAWINGS_CURRENT_MEAN,252697,70.931495698306
CC_CREDIT_LIMIT_MAX,252697,70.931495698306
CC_AMT_BALANCE_MEAN,252697,70.931495698306
CC_CREDIT_LIMIT_MEAN,252697,70.931495698306
CC_AMT_BALANCE_MAX,252697,70.931495698306
COMMONAREA_MODE,248360,69.71410927565928
COMMONAREA_AVG,248360,69.71410927565928
COMMONAREA_MEDI,248360,69.71410927565928
NONLIVINGAPARTMENTS_MEDI,246861,69.2933432513228
NONLIVINGAPARTMENTS_MODE,246861,69.2933432513228
NONLIVINGAPARTMENTS_AVG,246861,69.2933432513228
FONDKAPREMONT_MODE,243092,68.23539318746403
LIVINGAPARTMENTS_AVG,242979,68.2036743343953
LIVINGAPARTMENTS_MEDI,242979,68.2036743343953
LIVINGAPARTMENTS_MODE,242979,68.2036743343953
FLOORSMIN_MEDI,241108,67.67848872296528
FLOORSMIN_MODE,241108,67.67848872296528
FLOORSMIN_AVG,241108,67.67848872296528
YEARS_BUILD_MODE,236306,66.3305778164517
YEARS_BUILD_MEDI,236306,66.3305778164517
YEARS_BUILD_AVG,236306,66.3305778164517
OWN_CAR_AGE,235241,66.0316346437243
BB_MONTHS_BALANCE_MAX,221713,62.23435460554939
BB_MONTHS_BALANCE_MIN,221713,62.23435460554939
BB_OVERDUE_MONTH_RATE,221713,62.23435460554939
BB_BAD_STATUS_MONTH_RATE,221713,62.23435460554939
BB_MAX_STATUS,221713,62.23435460554939
LANDAREA_MODE,210844,59.1834500568413
LANDAREA_AVG,210844,59.1834500568413
LANDAREA_MEDI,210844,59.1834500568413
BASEMENTAREA_MODE,207584,58.268375180699216
BASEMENTAREA_MEDI,207584,58.268375180699216
BASEMENTAREA_AVG,207584,58.268375180699216
NONLIVINGAREA_MEDI,195766,54.95108840577676
NONLIVINGAREA_MODE,195766,54.95108840577676
NONLIVINGAREA_AVG,195766,54.95108840577676
